Category,Content
Africa,africa plan new law hasten energy project amid power cutsafricas industrialised economy facing repeated power cut last decade power plant agesouth africa developing new legislation speed energy project add generating capacity help end power cut presentation seen reuters tuesday country energy crisis committee showedageing coalfired power station underinvestment new capacity footdragging policy encourage private provider left south africa facing constant power cutshowever work way accelerate procurement additional capacity according presentation national energy crisis committee set president cyril ramaphosait said committee working develop emergency legislation tabled parliament allow energy project proceed quickly enable coordinated decisive actionit added web bureaucracy making difficult deal power crisis current regulatory framework wasnt designed deal energy shortfallthe document noted progress made energy action plan announced ramaphosa july including raising licensing requirement private embedded generation project importing powerramaphosa meeting different stakeholder week discus way deal country worst power cut recordin one meeting leader political party present revealed electricity shortage looked set continue least 2024the largest opposition party democratic alliance tuesday announced go court halt recent unaffordable tariff increase approved energy regulatorthe party also wanted implementation rolling power cut declared unconstitutionalleaders smaller opposition party business threatened legal action power cut monday sent lawyer letter outgoing eskom ceo andre de ruyter minister public enterprise pravin gordhan
Africa,seven soldier killed alshabab attack somali military basegovernment force allied clan militia recaptured base alshabab octoberfighters alshabab group stormed military base central somalia government recaptured last year killing least seven soldier including base commander officer saidassailants alqaeda affiliate rammed base village hawadley suicide car bomb tuesday opened fire captain aden nur military officer nearby town told reuters news agencywe repelled alshabab lost seven soldier including commander nur told reutersalshabab claimed responsibility attack statement saying killed many apostate soldier commanderthe base located 60km 35 mile north capital mogadishu wrested alshababs control october government force allied clan militiasthe operation part broader government offensive began august made significant gain monday government announced captured harardhere alshabab stronghold indian ocean coast held decadeas pressure alshabab grown fighter struck back stepped gun bomb attack military civilian including area retreatedthe group fighting since 2007 topple somalia central government impose strict interpretation islamic lawin region resident said alshababs tactic including torching house destroying well killing civilian combined demand tax worst drought 40 year pushed local form paramilitary group fight alongside governmentbut town village alshababs court gaining widespread acceptance constitutional court struggle backlog perception corruptthe conflict contributed food crisis somalia 200000 somali suffering catastrophic food shortage part central somalia brink famine
Africa,nigerian presidential hopeful peter obi vow fight corruptionsecurity also top mind former governor poll show lead crowded field ahead opponent better name recognitionnigerian presidential candidate peter obi pledged rid africa populous nation endemic corruption widespread insecurity win next month electionobi one 18 candidate seeking nigeria highest office described country failing state need new political leadership speech monday chatham house international affair think tank londonunless change politics changing political leadership stuck terrible state underdevelopment misery said obi former governor southeastern state anambra candidate nigeria labour partypolls shown obi leading crowded field ahead ruling party candidate bola tinubu main opposition candidate atiku abubakar despite opponent higher name recognition tinubu former governor lagos state abubakar former vice president 2019 obi abubakars running mate people democratic partypolitical analyst described february 25 vote replace president muhammadu buhari eight year power makeorbreak exercise since campaigning began late last year top contender made pledge similar obi tinubu said seeking renew hope atiku said rescue nigeriaobservers warn election threatened security challenge including conflict spearheaded armed group linked isisisil northeast armed bandit northwest secessionist southeaston monday obi said would conduct dialogue secessionist promised introduce range security reform especially troubled north thousand people killed armed gang past year change could encourage member nigeria large diaspora community consider returning home aiding development saidwhat seen cumulative effect leadership failure year would solved good governance said people start seeing justice fairness inclusive government thing start reversing nigerian prepared come back find country go back
Africa,indonesia court hearing child killed toxic cough syrupsome 200 child died acute kidney injury indonesia since last year dozen case linked cough syrup reported gambia uzbekistanfamilies indonesian child died consuming tainted cough syrup demanded restitution indonesian court started hearing classaction lawsuit government agency pharmaceutical companiessome 200 child died acute kidney injury indonesia since last year authority said two dangerous ingredient ethylene glycol diethylene glycol found syrupbased paracetamol medication linked deathstwentyfive family suing indonesia health finance ministry country drug regulator least eight pharma company childrens death injurieslawyer family awan puryadi told reuters news agency tuesday client wanted compensation 34bn rupiah 224570al jazeeras jessica washington reporting jakarta said 25 family suing 11 party including indonesia ministry health country food drug agency well pharmaceutical manufacturing company supplierstoday calling accountability happened child washington said adding family seeking compensation child died left debilitating injuriesa difficult day family reflect happened child consumed cough syrup contaminated ethylene glycol diethylene glycol substance typically found manufacturing capacity paint dye consumed safely small dos washington saidthe two ingredient used antifreeze brake fluid industrial application also cheaper alternative pharmaceutical product glycerine solvent thickening agent many cough syrup substance also toxic lead acute kidney injurysolihah 36 court indonesian capital jakarta tuesday said 3yearold daughter diagnosed acute kidney injury consuming syrup medication died day later said wanted government held accountableif daughter consumed drug maybe would still said voice breaking emotioni hope party involved held responsible condition child died still sickrepresentatives finance ministry five pharmaceutical company named lawsuit respond request comment another three company could reached country drug regulator said would respect ongoing legal process health ministry declined commentauthorities indonesia banned number cough syrup mounted legal action several pharmaceutical company whose product allegedly contained dangerous ingredientsin october world health organization said death dozen child gambia kidney injury may linked contaminated cough cold syrup made indian drug manufacturerindian health authority said later halted production new delhibased maiden pharmaceutical report cough cold syrup exported gambia may linked death childrenin december india launched investigation death 18 child uzbekistan consumed indianmanufactured cough syrup india health ministry said central drug standard control organisation cdsco country drug regulatory authority communicating counterpart uzbekistan incident
Africa,equatorial guinea dissident obama mefuman dy prisonjulio obama mefuman serving 60year jail term taken south sudan suspected kidnappinga prominent dissident equatorial guinea died prison serving 60year jail sentence group saidjulio obama mefuman 51 also spanish citizen taken south sudan suspected kidnapping 2019 died oveng azem prison eastern city mongomo mlge3r movement saidit gave date obama mefumans death accused country hardline government torturemlge3r stand movement liberation third equatorial guinea based spain central african state former coloniseron monday equatorial guinea foreign minister simeon oyono esono angue said obama mefuman died mongomo hospital following illness refuted accusation torturea spokesman spanish foreign ministry confirmed death declined give detailsandres esono ondo head convergence social democracy equatorial guinea authorised opposition party published tweet condemned julio obamas death prison called international inquiry clarify happened ensure prisoner right family visitsondo took part presidential election last november 80yearold president teodoro obiang nguema mbasogo credited 949 percent voteamnesty international urged president obiang ensure independent urgent investigation opened obama mefumans deathobama mefumans death came less two week spain high court announced investigation suspected kidnapping torture second dissident feliciano efa mangue also spanish citizenshipa judicial source said two along two equatorial guinea national reside spain seized south sudan late 2019 flown equatorial guineain march 2020 mangue handed 90year term obama mefuman 60 year allegedly taken part attempted coup obiang 2017
Africa,london court allows appeal uk rwanda asylumseeker planhigh court say claimant challenge previous ruling british govt plan send migrant rwanda lawfullondons high court granted permission group asylum seeker appeal ruling britain plan send migrant rwanda lawfultwo high court judge ruled december controversial policy legal rejecting lawsuit several asylum seeker aid group border official unionthe judge said monday claimant challenge decision issue including whether plan systemically unfair whether asylum seeker would safe rwandabritains interior ministry home office said would defend policy central part prime minister rishi sunaks plan tackle record number migrant refugee arriving small boatsthe government say plan deter people smuggler though denounced right group since announced aprilthe first planned deportation flight blocked june last year lastminute ruling european court human right imposed injunction preventing deportation conclusion legal action britainpermission also granted relation whether home office entitled rely assurance given rwanda condition asylum seeker sent countrya spokesperson home office said groundbreaking migration partnership relocate anyone come uk dangerous illegal route rwanda supported build new lifethis disrupt criminal people smuggling gang sell lie put life riskthe court previously upheld policy lawful complies refugee convention stand ready defend policy appeal hearingsa lawyer representing charity asylum aid also granted permission appeal high court ruling welcomed decisioncarolin ott law firm leigh day said statement asylum aid relieved court rightly recognised compelling reason case heard court appealmore 45000 people arrived uk crossing english channel 2022 several died attempthuman right group say immoral inhumane send people 6400km 4000 mile country dont want live inthey also cite rwanda human right record including allegation torture killing government opponentslast month high court said policy didnt breach britain obligation un refugee convention international agreementsbut judge added government must decide anything person particular circumstance meant sent rwanda failed eight claimant case
Africa,somalia claim capture key port town alshababthe government allied clan militia forced rebel swathe territory latest offensivesomalias governmentled force captured alshabab stronghold indian ocean defence minister said monday one significant victory since launching offensive group last yearthe force took port town harardhere nearby town galcad defence minister abdulkadir mohamed nur said broadcast stateowned televisionharardhere major base pirate hijacking merchant ship 2011 later taken alshabab first rose government 2007 pledging allegiance alqaedaharadhere galcad district taken hand alshabab terrorist nur said mean alshabab overpowered gone remaining town also liberated soonalshababs spokespeople could immediately reached commentthe government allied clan militia forced rebel swathe territory central somalia since launching major offensive last augustthe success led official claim alshabab last leg however expert cautioned group pushed major town regroup reclaim area army capacity holdthe make break offensive phase everything come said omar mahmood international crisis group senior analyst east africa alshabab definitely pressure play long gamethe group responded military pressure series highprofile attack capital mogadishu city including car bomb month killed least 35 peoplehassan mohamed former military officer said government replicate cooperation clanbased militia across countryalshabab would extinct government clan launching attack entire country time told reuters
Asia,shootatsight order issued violence india manipurarmy deployed curfew imposed violence erupts tribal nontribal group constitutional demandsauthorities northeast indian state manipur issued shootatsight order soldier patrol street enforce curfew quell violence tribal nontribal group official said thursdayto prevent violence state governor anusuiya uikey issued order thursday authorising magistrate shoot protester extreme case warning reasonable force dont workdistrict magistrate oversee police act judge minor offencesindias minister home affair amit shah spoke n biren singh chief minister manipur thursday decided send reinforcement federal rapid action force restore peace stateindian army official told local medium 9000 people evacuated violencehit district area sheltered government premise army camp protester vandalised shop business including hotel set home firewe working war footing army paramilitary trooper deployed strength defuse kind communal clash protest blockade senior police officer sought anonymity told reuters state capital imphalmobile internet service suspended five day statewide amid incident fighting among young men volunteer different community state government said statementin social medium post chief minister singh pleaded joined hand people maintain peace harmony adding precious life lost clasheshe provide detail police say many people died injured violence erupted wednesday protest 50000 kuki tribespeople member predominantly christian tribal community churachandpur adjoining district manipur statetelevision channel broadcast image tribespeople meitei people burning tyre road setting fire house part state share border myanmarmary kom india top female boxer hail state appealed federal state government take quick action defuse tense situationthe violence erupted student union tribal student union manipur atsum organised protest churachandpur district demand majority nontribal meitei community status scheduled tribe stthe majority meitei community demand special status would give benefit including right farm forest land lowcost bank loan health educational facility well specified quota government jobstribal people say meitei community comparatively welloff granting privilege would unfairthe situation tense trying engage community leader dialogue process churachandpur district magistrate area sharath chandra told reutersthe meiteis mostly hindu rival group including kuki tribe mostly christian mainly live surrounding hill district tribals constitute 40 percent state population 35 millionthis first instance violence region clearly show longstanding poor governance northeast region nazimuddin siddique assistant professor sociology nagaland university told al jazeerawhat happening manipur reflection sad state democracy northeast india
Asia,pakistani soldier deadly gun battle armed fighterspakistan army say killed three fighter exchange fire north waziristan district near afghan borderat least six pakistani soldier killed gun battle taliban fighter northwestern region country near afghan border military said thursdaya fire exchange took place terrorist troop pakistani army said statement describing incident north waziristan district long stronghold pakistan taliban also known tehreeketaliban pakistan ttp umbrella group several armed groupsthree fighter also killed army engaged said adding searching area khyber pakhtunkhwa province determine attacker hidingthe statement provided detail unclear assailant region hotbed pakistan taliban killed ten thousand people decade violencepakistani prime minister shehbaz sharif expressed grief martyrdom soldiersthese supreme sacrifice security force police intelligence community show unwavering national resolve protect motherland scourge terrorism militancy profound condolence bereaved family prayer departed soul sharif tweetedthe attack occurred day least seven teacher killed apparent sectarian attack kurram tribal district provincethe bloodshed came pakistan declared new offensive armed group following resurgence attack including mosque bombing killed 100 people februarythe military recent week killed arrested dozen fighter multiple raid rebel hideout mountainous region bordering afghanistanislamabad said fighter want establish hardline version islamic law pakistan enjoy safe afghanistan plan execute attack charge kabul deniedamir khan muttaqi foreign minister afghanistan taliban administration arriving islamabad friday meeting pakistani chinese counterpart agenda talk made publicthe incident came within week attack fighter including assault suicide bomber drove military base camp outside lakki marwat tribal district khyber pakhtunkhwa killing three soldiersthe pakistan taliban behind several attack state become frequent since last year revoked afghan talibanbrokered ceasefire peace talk government islamabad collapsedthe pakistan afghanistan taliban separate group share common ideologythe government said peace talk allowed release hundred armed fighter leader prison enabling regroup launch new attackspakistani foreign minister bilawal bhutto zardari accused previous government prime minister imran khan following wrong approach towards pakistan talibanits policy appeasement towards taliban created problem people pakistan zardari told al jazeera interview january 23 adding former approach ended government
Asia,several teacher killed pakistan school shootinganother teacher school gunned road separate attack earlier day kurramgunmen stormed school pakistan volatile northwest killing several teacher gunning another teacher school separate attack according officialsin kurram district northwestern khyber pakhtunkhwa province border afghanistan group gunman thursday stormed government school student taking examsthe associated press reported seven teacher killed member pakistan minority shia community frequently targeted fightersanother teacher school sunni muslim gunned road separate attack earlier day kurram according local police official abbas alino one immediately claimed responsibility attack ali said clear linkedwe looking aspect far idea killed teacher said prime minister condemned attack teacher ordered probe killingsal jazeeras kamal hyder reporting islamabad said gruesome incident took place area witnessed past sectarian violence shia sunni tribesmost teacher killed belonged turi shia tribe hyder saidthe tribal district contains majority shia population often attacked armed group part local taliban movementthis particular attack targeted teacher staffroom conduct examination way throughout province lower secondary school saidthe circumstance remained mysterious many people able see transpired many attacker involved motif hyder saidabid hussaini local police official told al jazeera authority shifted seven body school hospital cannot speculate behind killingwe started investigation yet sure reason attack better placed talk later saida statement provincial chief minister office said incident involved property dispute regional commissioner said sectarian antagonism appeared causeit clear whether second incident reaction first one commissioner saiful islam told reuters news agency adding security heightened area already tense due sectarian violencefollowing incident local administration announced postponement ongoing examination local school noticemeanwhile condemnation poured government official attackforeign minister bilawal bhutto zardari currently india attend shanghai cooperation organisation sco summit foreign minister expressed sorrow demanded arrest perpetratorsin message bhutto zardari said administration must immediately investigate incident inform public factssuch incident cannot tolerated cost prevention incident must ensured future added statementpakistan president arif alvi also condemned attack message twitter mourning killing onduty teachersthe attack teacher enemy knowledge condemnable said tweet urduadditional reporting abid hussain islamabad
Asia,china got population control wrong
Asia,pakistan foreign minister rare india visit ease tensionsthe south asian rival always difficult relationship rock bottom still visit first 12 yearsislamabad pakistan pakistan top diplomat embarked first visit india country foreign minister 12 yearsbilawal bhutto zardari arrived city goa thursday attend twoday shanghai cooperation organisation sco meeting foreign ministersit first time pakistani foreign minister set foot india since 2011 hina rabbani khar currently pakistan minister state foreign affair last visit pakistan eastern neighbourthe sco political security bloc asia whose member russia china india pakistan kazakhstan kyrgyzstan tajikistan uzbekistanthe foreign minister meeting thursday friday followed main shanghai cooperation organisation summit july leader sco nation expected arrive indiaobservers said pakistani foreign minister visit india seen prism multilateral sco meeting instead bilateral implication taken tripmosharraf zaidi islamabadbased policy think tank tabadlab said bhutto zardari india attendance sco meetingit neither meant bilateral moment likely generate aesthetic far intervention pakistani official indian zaidi told al jazeerabhutto zardaris visit india come time relationship two neighbour close rock bottom yearsin december bhutto zardari traded barb indian counterpart subrahmanyam jaishankar new york city united nationsthe indian foreign minister called pakistan epicentre terrorism bhutto zardari countered calling indian prime minister narendra modi butcher gujarat referring time chief minister state religious riot 2002 killed nearly 2000 people muslimsthe two south asian rival historically difficult relationship especially himalayan region kashmir split two 1947 end british rulepakistan vigorously protested modis hindu nationalist government unilateral decision august 2019 revoke article 370 indian constitution granted indianadministered kashmir partial autonomyin february year two nucleararmed nation came brink war attack indianadministered kashmir killed 40 paramilitary soldier n bhutto zardaris decision attend sco meeting announced last month jaishankar indicated bilateral meeting pakistani counterpart likely goawhere particular meeting concerned member shanghai cooperation organisation typically attend meeting chair year meeting taking place india year jaishankar told reporter visit central american nation panamanonetheless fahd humayun assistant professor political science tuft university united state said bhutto zardaris visit still hold significancethe visit signal stake pakistan attache multilateralism also sco key geopolitical arrangement asia told al jazeerahumayun added state deepfreeze two neighbour likely remain unchanged situation ground aftermath indian decision article 370indias rhetoric pakistan international forum continues remain incendiary humayun said end foreign minister visit say stock pakistan putting sco indiapakistan relationssushant singh senior fellow new delhibased centre policy research said highly unlikely meaningful conversation take place two foreign ministersthe visit meaningful sense fact happening fact pakistani foreign minister arrive indian soil significant told al jazeera n founded 2001 shanghai cooperation organisation include country western world also unique try balance relationship country otherwise see eye eye india china india pakistansingh said india merely holding meeting soil seen successindia want spoil sco anyway let failure said see simple anodyne statement coming endeavour show india global power hold meet end goalzaidi said see sco useful forum resolving regional issue added tendency new delhi insist purely bilateral mechanism come relationship pakistanas economic gap pakistan india grows ever larger incentive india negotiate pakistan shrink ever zaidi said sco limited coercive capability china unlikely want push india front preexisting sinoindia issuesin aftermath war ukraine evolving calculus global politics provoked new alliance emerged united state increasingly courting india counterweight china time india china sniping border territory whereas islamabad remains one staunchest ally beijingfor kamran bokhari senior director new line institute strategy policy washington dc handling relationship china going biggest task india pakistanthe common denominator term challenge two south asian rival intensifying uschina strategic competition though different way told al jazeerafor pakistan challenge strategically sandwiched washington beijing said indian however need align american counter chinese n
Asia,edit muslim india history deny futureother country made mistake india avoid going pathindian historian student subject long loved mock omission farcical narrative mark history curriculum pakistan persian hindu even buddhist era presentday pakistan either absent receive reluctant mention insignificant interruption genuine history begin eighth century coming arab really affront historiographyfor instance indus valley civilisation discussed emphasis deserves aryan civilisation crucial understanding subsequent phase completely omittednever mind country part persian empire cyrus great third century bc part dominion asoka ruled pataliputra modern patna eastern indiawell joke indian jeered pakistan funnyindias recent textbook purge show similar disregard history fact government seeking alter traditionally taught cherrypick want student learn want ignoretextbooks quietly edited remove important chunk history india mughal era including achievement muslim dynasty even though legacy life iconic architecture cultural tradition much reference independent india first education minister maulana abul kalam azad senior figure country struggle freedom british rule close comrade mahatma gandhi beacon hindumuslim unity eliminated n yet intelligentsia india barely registered even whimper protest brazen bulldozing history less lying student hurt serious academic scholarship access basic fact future generationsthe medieval historical period crucial era india past one country economic might reached peak among achievement excluding curriculum would amount gross intellectual dishonestyhistorical narrative always open alternate view revision debate healthy discussion omitting fact unacademic approachthe present government interest historical course correction new always school thought ideologically averse conventional understanding medieval king ruled follower school thought question source instance suggest medieval muslim king royal often struck alliance hindu counterpartsbut rather call objective debate discussion whole chapter done away history cannot sacrificed altar political convenience student scholar alike take serious umbrage changesthis infringement right education importantly knowing truth isnt academic exercise serious falloutperhaps harm historical academic scholarship deletion conceived message indian minority obliterating important part india muslim past textbook government seems giving believe country history future belong hindussuch step polarise society
Asia,kerala story film alleged indian isil recruit get pushbackmuslim group individual offer large reward evidence back claim movie thousand hindu woman forcibly converted made work isilkozhikode kerala cash reward 10 million rupee 122280 announced muslim group india kerala state providing evidence claim made indian film thousand hindu christian woman state recruited isil isi armed groupmembers muslim youth league affiliated opposition indian union muslim league party set call evidence collection counter 14 district kerala thursday day film due released hindi malayalam tamil telugu languagesaccording film trailer youtube kerala story produced vipul amrutlal shah directed sudipto sen claim depict life innocent girl trapped transformed trafficked terror keralaa spinechilling never told true story revealing dangerous conspiracy hatched india text trailer saysthe filmmaker say 138minute film compilation true story three young girl different part keralaan earlier figure included text 32000 girl forced join isil claim challenged muslim group well opposition political party kerala part indiaif 32000 hindu girl joined isi state amount 10 girl every village state anyone miss muslim youth league general secretary pk firos askedmakers kerala story allude hindu rightwing conspiracy theory love jihad back claim film say film show true story muslim love jihad plot nonmuslim girl woman supposedly romanced lured convert islam marriage forced join isilthis plot central film despite india junior home minister telling parliament 2020 thing love jihad government investigation dismissed allegationsthe filmmaker say inspiration behind film real woman named nimisha converted islam 2015 married bestin vincent another convert couple travelled afghanistan via sri lanka next year join isil according indian officialsin 2021 india declined repatriate four indian joined isil fighter afghanistan nimisha among seeking return home husband killed indian medium report say daughter afghan prisonthousands innocent woman systematically converted radicalised life destroyed side story film trailer youtube say truth shall set u freethe film director told al jazeera stand work claim 32000 girl indoctrinated recruited isil latest trailer movie revise number thousandswe humanitarian agenda sen said adding evidence prove claim film answer criticismwe particular community sen said terrorism dont believe terrorism religion film muslim scholar didnt want go wrong presenting islam muslim crew membersbut firos muslim youth league told al jazeera film reinforces islamophobic tropesthis tarnish reputation state well muslim community said felt passing statement issuing legal notice going make difference wanted people make mind watching filmthe muslim youth league alone campaign filmnazeer hussain kizhakkedathu native kerala settled united state also announced reward 1 million rupee evidence regarding 10 girl woman thousand claimed film forcibly converted made join isil encouraged lawyer friend offer another 11 million indian rupee rewardthis part cultural genocide know nazi germany making film killing thousand jew kizhakkedathu 51 told al jazeerathe new jerseybased software engineer said although atheist marriage hindu woman could also considered case love jihad film premise accepted without scrutinymost indian people allegedly joined isil muslim family muslim real victim film erases pain vilifies told al jazeeraaccording u department state report 2020 66 fighter indian origin known joined isil 2021 india national investigation agency said investigating 37 case related indian joining group arrested 168 peoplethe ruling communist coalition government kerala opposition leader seeking action film state chief minister pinarayi vijayan wrote facebook film attempt spread hate propaganda threatened legal action filmmakersthis bogus story product sangh parivars factory lie posted justifying use cinema create division using argument freedom expression right freedom expression licence communalise country spread lie divide peoplesangh parivar refers collection hindu nationalist group led farright rashtriya swayamsevak sangh ideological mentor prime minister narendra modis bharatiya janata party bjp n propaganda film othering muslim viewed context various effort made sangh parivar gain advantage electoral politics kerala chief minister wrotethe bjp far unsuccessful making significant headway kerala one india best governed state power oscillates left indian national congress partythe film insult woman state vd sadeeshan keralas opposition leader congress party told al jazeera people believe rule law democracy secularism wont agree theme filminterfaith marriage common kerala tolerant idea progressive state sadeeshan said adding film instigate tension comparatively peaceloving stateaccording 2011 census keralaa population 54 percent hindu 27 percent muslim 18 percent christian making one diverse indian statessen questioned politician accusing film part sanghi sangh parivar agendai dance tune politician told al jazeera refusing respond cash reward evidence talking human tragedy jokeseveral petition filed india supreme court well kerala high court seeking stay release filmthe kerala story received adult certificate india central board film certification agency recommended nearly dozen cut change dialogue filmmaker saidcritics say kerala story part new trend indian cinema seek amplify farright hindu narrative little care fact trend say started modi came power 2014last year film called kashmir file triggered controversy claiming thousand hindu killed indianadministered kashmir forcing exodus valley rebellion new delhi rule country muslimmajority region started late 1980saccording official figure 219 hindu known pandits valley killed rebellion started still film praised modi backing fact many bjpruled state awarded tax cut itscreenings film saw antimuslim hate speech made inside outside theatressen also part jury last year international film festival india whose chairman nadav lapid israeli filmmaker slammed kashmir file propaganda vulgar movie sen later distanced lapids comment
Asia,top indian wrestler protesting streetsathletes demand action india wrestling body chief accuse sexually harassing female wrestlerstop indian wrestler protesting street new delhi last 10 day lack action head country wrestling federation brijbhushan sharan singh accuse sexual harassmentsingh also parliamentarian prime minister narendra modis bharatiya janata party bjp accused harassing several female athlete denied allegationsthe protesting athlete demanded immediate arrest sought intervention supreme court directed police register case 66yearold singhlate wednesday night athlete camping new delhi jantar mantar protest site stone throw parliament alleged police assaulted themvideo way made u suffer would want athlete win medal country say wrestler vinesh phogat pictwittercomepsk6dc3zl press trust india pti_news may 3 2023the area filled water due rain place sleep thought bringing folding cot bringing bed male police officer manhandled abused u sobbing wrestler vinesh phogat told reportersthe way made u suffer would want athlete win medal country saidphotos video shared social medium late wednesday night showed police detaining female journalist barricading site deploying officersnew delhi police denied allegation officer assaulted protesting athleteswrestlers led olympic bronze medal winner sakshi malik bajrang punia first took street new delhi protest january 18 accused singh several coach sport governing body sexually harassing female athletescommonwealth game womens gold winner vinesh phogat said coach president wrestling federation india wfi sexually harassed multiple womenwomen wrestler sexually harassed national camp coach also wfi president 28yearold athlete said januaryi know least 10 20 girl national camp come told story told reportersfollowing government assurance oversight committee would look allegation wrestler called initial protest january 20 sport also ministry stripped wfi top brass administrative powersbut malik india first female wrestler win olympic medal said withdrawing january protest mistakethe report oversight committee made public reason believe culprit got clean chit said malik womens 58kg freestyle bronze 2016 rio olympicsthe demonstration resumed last month following protester say government inaction letter indian olympic association ioa chief pt usha wrestler wrote phogat mentally harassed tortured singh missed olympic medal tokyo 2021 led almost contemplate suicidethe letter also alleged financial misappropriation part wfi singh helmwe want justice wrestlersprotestsexualharassment pictwittercomhokmujccsi vinesh phogat phogat_vinesh april 24 2023singh heading wfi since 2011 sixtime member parliament modis hindu nationalist bjp partyin january singh dismissed allegation political ploy usurp position told medium ready hanged even female wrestler proved sexual harassment chargehe accused wrestler toy hand oppositionhe also cancelled news conference meant reveal conspiracy sent son speak journalist insteadthe government promised complete inquiry allegation within four week inquiry report completed april finding made publicthe protest resumed last week police filed formal case singh carried inquiry himthe supreme court pressed police explanation registering case singh terming allegation seriousnew delhi police week informed top court register case singhindian sport minister anurag thakur promised investigate allegation criticised athlete trying suppress issue forming inquiry committee took action singhthe government prime minister modi ran campaign boost female empowerment also criticised keeping quiet issuethe wrestler received support sport leading indian athlete well leader country main opposition partythe leader india opposition congress party priyanka gandhi vadra demanded investigation allegationsour player pride country bring laurel country performance world level player made serious allegation exploitation wrestling federation president voice heard tweetedtennis star sania mirza said saga difficult watch athlete woman said hoped justice served sooner rather lateras athlete woman difficult watch theyve brought laurel country celebrated done time stand difficult time highly sensitive matter pictwittercom7mvvyz1dr1 sania mirza mirzasania april 28 2023boxing champion nikhat zareen said break heart see olympic world medallist stateit break heart see olympic world medallist state sportspeople also serve nation bringing glory laurel sincerely hope pray law take course justice served earliest jai hindistandwithmychampions httpstcow5eajuwzsz nikhat zareen nikhat_zareen april 28 2023abhinav bindra shooting gold medal beijing olympics said incident highlighted crucial need proper safeguarding mechanism prevent harassment ensure justice affectedindias cricket star however remained conspicuously silent issueas athlete train hard every day represent country international stage deeply concerning see athlete finding necessary protest street regarding allegation harassment indian wrestling administration heart go abhinav bindra oly abhinav_bindra april 26 2023pictwittercomszlehvnjep neeraj chopra neeraj_chopra1 april 28 2023
Asia,pakistan beat new zealand third odi cricket matchpakistan wrap fivematch series defeating new zealand 26 run third oneday international match karachipakistan registered first oneday international series win new zealand 12 year hardfought 26run victory third match southern port city karachi wednesdayimamulhaq captain babar azam scored 90 54 run respectively guide pakistan 287 run 50 over azams 26th odi halfcenturybut new zealand bowled 261 491 over despite halfcenturies tom blundell 65 run debutant cole mcconchie hit impressive 64 run 45 ballspakistan first two match five seven wicket respectively rawalpindi took unassailable 30 lead fivematch seriesthe last two match friday sunday also karachipakistans last odi series win new zealand 2011 since lost six seven series one drawnnew zealand threatened run away win blundell young 33 41 ball gave confident opening stand 83 153 overspakistan finally broke young run direct throw short thirdman mohammad wasim dismissed daryl mitchell 21 man hit successive hundred last two matchesfifteen run later blundell also run failing reach crease attempt complete second run hit seven boundary knocktom latham made 45 mark chapman 13 added 40 fourth wicket pacer naseem shah bowled chapman beautiful delivery latham cleaned wasimmcconchie tied valiantly snatch victory new zealand smashing two six six four ran partner remained outnaseem wasim shaheen shah afridi took two wicket pakistanearlier new zealand started well getting inform opener fakhar zaman caught matt henry 19zaman scored three hundred last three odi inning shaped well fall leaving haq azam steady inning 108run secondwicket standazam hit three four six chopped one onto stump henryhaq bowled pacer adam milne 38th overabdullah shafique struggled managed 19 agha salman 31 helped mohammad rizwan 32 add 54 run fifth wicket lift totalin final over mohammad nawaz shadab khan also chipped 11 21 respectivelyhenry best bowler new zealand taking three wicket 54 run
